text,label
"Dear Customer, Rs 5430.60 credited to your A/C XX7550 on 10-Sep by NEFT from GAURAV LTD. Total Bal: Rs 70002.12.",0
"Dear Customer, Rs 23662.58 credited to your A/C XX8460 on 17-Jan by NEFT from VIKAS LTD. Total Bal: Rs 74774.97.",0
"Part-time job vacancy: Simple online tasks, daily payout Rs 65002. Join telegram: http://kotak811-kyc-update.top/auth",1
Salary of INR 15998.35 credited to A/C XX8062 on 01-Dec by NEFT from INFOSYS LTD. Total Bal: Rs 1720.84.,0
"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",0
IRCTC: PNR 8308908836 Confirmed. Coach B4 Seat 40 (Side Lower). Train 12952 NDLS-MMCT Rajdhani.,0
Traffic Police: Notice for pending traffic violation e-challan of Rs 2537. Pay before court action at http://sbi-yono-reward-points.online/claim,1
Special Offer: Rs 13924 cashback credited to your Google Pay wallet. Click to transfer to bank: http://echallan-parivahan-pay.site/fine,1
"Dear Customer, your electricity bill of Rs 3052.55 for Consumer ID 8422672 is due on 16-Oct. Pay via official app or portal.",0
Amazon Pay Festive Reward: Rs 53852 credit waiting in your wallet. Claim before expiration: http://paytm-security-update.club/paytm.apk,1
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 1646. Pay online immediately: http://canara-banking-alert.xyz/pan,1
"Dear User, your instant personal loan of Rs 456910 is pre-approved with 0% interest. Download loan APK: http://instant-dhan-loan-app.buzz/get",1
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 4655. Pay online immediately: http://daily-parttime-earn.club/register,1
CRED: Your AU Small Finance Bank credit card bill of Rs 16437.31 is due in 3 days. Pay now to earn coins.,0
Income Tax Department: Tax refund of Rs 36888 approved for your PAN. Confirm bank account details here: http://instant-dhan-loan-app.buzz/get,1
India Post: Your package #IN524771 cannot be delivered due to wrong address. Update address within 12 hours: http://hdfc-kyc-verification.top/auth,1
"367529 is your login OTP for Zomato app. NEVER share your OTP, password or PIN with anyone.",0
Your HSBC Credit Card ending 7962 was charged Rs 15847.16 at Uber on 20-Aug. Avail Limit: Rs 106208.51.,0
Adani Electricity Notice: Bill of Rs 61625 overdue for CA 729299764. Main line disconnection scheduled for 9:30 PM. Clear bill at http://hdfc-kyc-verification.top/auth,1
Amazon Pay Festive Reward: Rs 22399 credit waiting in your wallet. Claim before expiration: http://bob-world-security.club/login,1
Indigo: Your flight 6E-308 from BLR to DEL is on time. Gate 4C. Web check-in available.,0
Your Kotak Mahindra Bank Credit Card ending 5013 was charged Rs 28917.18 at Blinkit on 21-Jan. Avail Limit: Rs 129072.84.,0
Salary of INR 40396.29 credited to A/C XX1199 on 01-Feb by NEFT from INFOSYS LTD. Total Bal: Rs 11425.90.,0
E-Challan Notice: Vehicle KA-01-XX-6379 has 2 pending speed camera fines. Clear fine at http://daily-parttime-earn.club/register,1
CRED: Your Kotak Mahindra Bank credit card bill of Rs 30622.58 is due in 3 days. Pay now to earn coins.,0
Indigo: Your flight 6E-197 from MAA to PNQ is on time. Gate 2A. Web check-in available.,0
"Dear Customer, Rs 42037.37 credited to your A/C XX8086 on 24-Aug by NEFT from KAVITA LTD. Total Bal: Rs 26663.94.",0
when you and derek done with class?,0
MobiKwik Festive Reward: Rs 78388 credit waiting in your wallet. Claim before expiration: http://echallan-parivahan-pay.site/fine,1
E-Challan Notice: Vehicle KA-01-XX-5731 has 2 pending speed camera fines. Clear fine at https://secure-login-sbi-update.xyz/verify,1
India Post: Your package #IN452126 cannot be delivered due to wrong address. Update address within 12 hours: http://kotak811-kyc-update.top/auth,1
No no. I will check all rooms befor activities,0
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 1539. Pay online immediately: http://instant-dhan-loan-app.buzz/get,1
E-Challan Notice: Vehicle KA-01-XX-3062 has 2 pending speed camera fines. Clear fine at http://instant-dhan-loan-app.buzz/get,1
Flipkart: Wishmaster Sneha is out for delivery with your order. Reachable at 9812329250.,0
"Dear Customer, Rs 35373.11 credited to your A/C XX1110 on 27-Mar by IMPS from NEHA. Total Bal: Rs 66362.38.",0
"Dear SBI User, A/C XX6525 debited by Rs 32512.23 on 21Sep26 transfer to Rajesh. Ref No 974407750016.",0
"Dear SBI User, A/C XX9573 debited by Rs 7670.37 on 17Jan26 transfer to Vikas. Ref No 728366704160.",0
India Post: Your package #IN731739 cannot be delivered due to wrong address. Update address within 12 hours: http://paytm-security-update.club/paytm.apk,1
IRCTC: PNR 8356177621 Confirmed. Coach B4 Seat 10 (Side Lower). Train 12952 NDLS-MMCT Rajdhani.,0
Flipkart: Wishmaster Gaurav is out for delivery with your order. Reachable at 9812147575.,0
CRED: Your AU Small Finance Bank credit card bill of Rs 3034.49 is due in 3 days. Pay now to earn coins.,0
"Dear Customer, your electricity bill of Rs 221.62 for Consumer ID 1391666 is due on 24-Dec. Pay via official app or portal.",0
A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,1
Salary of INR 22682.35 credited to A/C XX4257 on 01-Mar by NEFT from INFOSYS LTD. Total Bal: Rs 136419.92.,0
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 2834. Pay online immediately: http://pnb-aadhaar-link-portal.site/kyc,1
"541436 is your login OTP for Dominos app. NEVER share your OTP, password or PIN with anyone.",0
"Dear SBI User, A/C XX9470 debited by Rs 42272.10 on 01Aug26 transfer to Rohan. Ref No 391498322942.",0
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 3186. Pay online immediately: http://indiapost-parcel-update.top/address,1
Salary of INR 28437.47 credited to A/C XX8205 on 01-Jan by NEFT from INFOSYS LTD. Total Bal: Rs 127081.97.,0
ITR Notice: Refund of INR 63530 pending due to incorrect IFSC code. Update details immediately: http://sim-5g-upgrade-kyc.top/verify,1
Can you open the door?,0
Flipkart: Wishmaster Neha is out for delivery with your order. Reachable at 9891478811.,0
"Cool, want me to go to kappa or should I meet you outside mu",0
Income Tax Department: Tax refund of Rs 24290 approved for your PAN. Confirm bank account details here: http://sim-5g-upgrade-kyc.top/verify,1
Flipkart: Wishmaster Pooja is out for delivery with your order. Reachable at 9872500299.,0
"Dear Customer, your electricity bill of Rs 21853.78 for Consumer ID 8968482 is due on 24-Oct. Pay via official app or portal.",0
"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......",0
"Dear Kotak Mahindra Bank Customer, your fixed deposit maturing on 15-Jan will be auto-renewed. Visit nearest branch for changes.",0
Congratulations! You have received a cashback reward of Rs 93975 on Paytm. Claim directly to your bank account: https://secure-login-sbi-update.xyz/verify,1
Your BookMyShow order #876971 from Burger King is confirmed and being prepared.,0
Your IndusInd Bank Credit Card ending 1947 was charged Rs 20462.25 at BookMyShow on 27-May. Avail Limit: Rs 9220.73.,0
"Dear SBI User, A/C XX8441 debited by Rs 34779.39 on 10Mar26 transfer to Sneha. Ref No 430650934372.",0
Your Swiggy order #692187 from Burger King is confirmed and being prepared.,0
Your Uber order #301115 from Burger King is confirmed and being prepared.,0
ITR Notice: Refund of INR 38234 pending due to incorrect IFSC code. Update details immediately: http://canara-banking-alert.xyz/pan,1
CRED: Your AU Small Finance Bank credit card bill of Rs 29650.84 is due in 3 days. Pay now to earn coins.,0
CRED: Your HDFC Bank credit card bill of Rs 1166.52 is due in 3 days. Pay now to earn coins.,0
Indigo: Your flight 6E-772 from PNQ to BLR is on time. Gate 3B. Web check-in available.,0
Rs 18832.15 debited from your A/C XX4950 for Dominos order on 19-Sep. Updated Bal: Rs 106205.56 - HSBC,0
"Part-time job vacancy: Simple online tasks, daily payout Rs 6582. Join telegram: http://phonepe-reward-scratch.site/claim",1
Your Yes Bank Credit Card ending 7953 was charged Rs 25191.39 at BigBasket on 24-Jun. Avail Limit: Rs 137466.99.,0
"Dear Customer, INR 18072.85 debited from A/C XX7366 on 05-May. Info: UPI/Myntra. Available Bal: INR 30609.30 - Canara Bank",0
ITR Notice: Refund of INR 34030 pending due to incorrect IFSC code. Update details immediately: http://incometax-refund-claim.xyz/itr,1
"Part-time job vacancy: Simple online tasks, daily payout Rs 16002. Join telegram: http://incometax-refund-claim.xyz/itr",1
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 3151. Pay online immediately: http://bses-quickpay-online.site,1
What you did in  leave.,0
URGENT: IDFC FIRST Bank Account XX2946 will be terminated today. Complete Aadhaar PAN re-verification: http://paytm-security-update.club/paytm.apk,1
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 3761. Pay online immediately: http://paytm-security-update.club/paytm.apk,1
"Dear Customer, your electricity bill of Rs 4394.34 for Consumer ID 5403807 is due on 22-Apr. Pay via official app or portal.",0
IDFC FIRST Bank Alert: Your NetBanking access is blocked. Complete your mandatory KYC document submission at http://bob-world-security.club/login,1
Congratulations! You have received a cashback reward of Rs 35415 on PhonePe. Claim directly to your bank account: http://canara-banking-alert.xyz/pan,1
"Dear customer, your ICICI Bank account has been suspended due to pending PAN KYC. Update immediately at http://echallan-parivahan-pay.site/fine",1
TSSPDCL Notice: Bill of Rs 35546 overdue for CA 890363200. Main line disconnection scheduled for 9:30 PM. Clear bill at http://phonepe-reward-scratch.site/claim,1
Your Ola order #139614 from Burger King is confirmed and being prepared.,0
Your Zepto delivery partner Rajesh is arriving in 15 mins. Please collect your order.,0
India Post: Your package #IN198818 cannot be delivered due to wrong address. Update address within 12 hours: http://paytm-security-update.club/paytm.apk,1
E-Challan Notice: Vehicle KA-01-XX-5248 has 2 pending speed camera fines. Clear fine at http://daily-parttime-earn.club/register,1
IRCTC: PNR 1061311666 Confirmed. Coach B6 Seat 13 (Side Lower). Train 12952 NDLS-MMCT Rajdhani.,0
"608136 is your login OTP for MakeMyTrip app. NEVER share your OTP, password or PIN with anyone.",0
Rs 23841.83 debited from your A/C XX7897 for Dominos order on 09-Mar. Updated Bal: Rs 75048.37 - RBL Bank,0
Salary of INR 43265.25 credited to A/C XX2954 on 01-Sep by NEFT from INFOSYS LTD. Total Bal: Rs 31987.67.,0
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 4442. Pay online immediately: http://bob-world-security.club/login,1
"Dear Customer, your electricity bill of Rs 34608.63 for Consumer ID 9516011 is due on 15-Nov. Pay via official app or portal.",0
CRED: Your Punjab National Bank credit card bill of Rs 31177.79 is due in 3 days. Pay now to earn coins.,0
CRED: Your SBI credit card bill of Rs 38880.12 is due in 3 days. Pay now to earn coins.,0
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 4820. Pay online immediately: http://axis-pan-update-portal.xyz/login,1
"Dear Customer, Rs 40150.29 credited to your A/C XX3994 on 13-Nov by IMPS from ANJALI. Total Bal: Rs 114971.91.",0
"Dear Customer, INR 44262.26 debited from A/C XX6402 on 26-Nov. Info: UPI/Zomato. Available Bal: INR 31330.75 - Kotak Mahindra Bank",0
Salary of INR 38492.38 credited to A/C XX2565 on 01-Feb by NEFT from INFOSYS LTD. Total Bal: Rs 103954.77.,0
PhonePe Festive Reward: Rs 70032 credit waiting in your wallet. Claim before expiration: http://bijli-bill-quickpay.xyz/pay,1
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 4277. Pay online immediately: http://sbi-yono-reward-points.online/claim,1
"Dear Customer, Rs 10036.50 credited to your A/C XX1284 on 06-Jan by NEFT from MANISH LTD. Total Bal: Rs 83626.51.",0
261480 is your One Time Password (OTP) for RBL Bank NetBanking login. Valid for 5 mins. Do NOT share with anyone including bank officials.,0
Rs 36562.53 debited from your A/C XX6782 for BookMyShow order on 11-Sep. Updated Bal: Rs 90078.85 - Yes Bank,0
"Dear Customer, Rs 4846.37 credited to your A/C XX2311 on 15-Aug by IMPS from DEEPAK. Total Bal: Rs 22295.29.",0
"Dear Customer, Rs 20550.35 credited to your A/C XX5710 on 16-Nov by IMPS from VIKAS. Total Bal: Rs 18164.30.",0
E-Challan Notice: Vehicle KA-01-XX-5155 has 2 pending speed camera fines. Clear fine at http://mseb-quick-bill-support.top/app.apk,1
IRCTC: PNR 1727575035 Confirmed. Coach B3 Seat 49 (Side Lower). Train 12952 NDLS-MMCT Rajdhani.,0
IRCTC: PNR 7818541203 Confirmed. Coach B3 Seat 20 (Side Lower). Train 12952 NDLS-MMCT Rajdhani.,0
Flipkart: Wishmaster Amit is out for delivery with your order. Reachable at 9822534110.,0
"Dear Customer, your electricity bill of Rs 40487.64 for Consumer ID 3146240 is due on 13-Jan. Pay via official app or portal.",0
Your OTP for Uber ride confirmation is 2992. Share with driver to start trip.,0
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,0
URGENT: Tata Power bill overdue for CA#255277069. Power cutoff order issued. Call electricity officer at 9886498442 or pay: http://pnb-aadhaar-link-portal.site/kyc,1
Go chase after her and run her over while she's crossing the street,0
ITR Notice: Refund of INR 63978 pending due to incorrect IFSC code. Update details immediately: http://instant-dhan-loan-app.buzz/get,1
Amazon Pay Festive Reward: Rs 2592 credit waiting in your wallet. Claim before expiration: http://instant-dhan-loan-app.buzz/get,1
ITR Notice: Refund of INR 88878 pending due to incorrect IFSC code. Update details immediately: http://kotak811-kyc-update.top/auth,1
Special Offer: Rs 20397 cashback credited to your Cred wallet. Click to transfer to bank: http://echallan-parivahan-pay.site/fine,1
CRED: Your Yes Bank credit card bill of Rs 24222.92 is due in 3 days. Pay now to earn coins.,0
Your Flipkart delivery partner Neha is arriving in 3 mins. Please collect your order.,0
So can collect ur laptop?,0
"Dear User, your instant personal loan of Rs 149720 is pre-approved with 0% interest. Download loan APK: http://indiapost-parcel-update.top/address",1
"Dear Customer, your electricity bill of Rs 15017.61 for Consumer ID 5569648 is due on 21-Mar. Pay via official app or portal.",0
Salary of INR 13311.43 credited to A/C XX7589 on 01-Oct by NEFT from INFOSYS LTD. Total Bal: Rs 56109.48.,0
BlueDart Notice: Address incomplete for parcel #BD844428. Confirm delivery address here: http://bses-quickpay-online.site,1
"Dear Customer, your electricity bill of Rs 21065.87 for Consumer ID 2594077 is due on 21-Feb. Pay via official app or portal.",0
E-Challan Notice: Vehicle KA-01-XX-1135 has 2 pending speed camera fines. Clear fine at http://sim-5g-upgrade-kyc.top/verify,1
Indigo: Your flight 6E-287 from PNQ to BLR is on time. Gate 3B. Web check-in available.,0
"Dear Customer, your electricity bill of Rs 10070.28 for Consumer ID 3728391 is due on 17-Jun. Pay via official app or portal.",0
Your SBI Credit Card ending 1430 was charged Rs 24489.15 at Amazon on 12-Jul. Avail Limit: Rs 141400.98.,0
ITR Notice: Refund of INR 32554 pending due to incorrect IFSC code. Update details immediately: http://mseb-quick-bill-support.top/app.apk,1
Rs 19697.46 debited from your A/C XX3371 for BookMyShow order on 02-Apr. Updated Bal: Rs 114719.30 - Axis Bank,0
Rs 8796.49 debited from your A/C XX4015 for Myntra order on 09-Dec. Updated Bal: Rs 74256.77 - HSBC,0
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,1
Salary of INR 30605.95 credited to A/C XX9537 on 01-Jul by NEFT from INFOSYS LTD. Total Bal: Rs 65317.26.,0
Flipkart: Wishmaster Amit is out for delivery with your order. Reachable at 9850984919.,0
Traffic Police: Notice for pending traffic violation e-challan of Rs 653. Pay before court action at http://mseb-quick-bill-support.top/app.apk,1
724666 is the OTP for ICICI Bank NetBanking login. Valid for 5 mins. Do not share OTP with anyone.,0
Axis Bank Notice: NetBanking service suspended for A/C XX9946. Call manager at 9846668145 or visit http://bijli-bill-quickpay.xyz/pay,1
URGENT: WBSEDCL bill overdue for CA#976598726. Power cutoff order issued. Call electricity officer at 9824175613 or pay: http://sim-5g-upgrade-kyc.top/verify,1
Indigo: Your flight 6E-140 from DEL to BLR is on time. Gate 3B. Web check-in available.,0
CRED: Your Federal Bank credit card bill of Rs 22138.89 is due in 3 days. Pay now to earn coins.,0
Hows the champ just leaving glasgow!,0
"Dear Customer, Rs 17137.46 credited to your A/C XX8530 on 22-Mar by IMPS from RITU. Total Bal: Rs 4818.15.",0
URGENT: HDFC Bank Account XX2189 will be terminated today. Complete Aadhaar PAN re-verification: http://bijli-bill-quickpay.xyz/pay,1
CRED: Your Standard Chartered credit card bill of Rs 5486.79 is due in 3 days. Pay now to earn coins.,0
I dont know oh. Hopefully this month.,0
E-Challan Notice: Vehicle KA-01-XX-1817 has 2 pending speed camera fines. Clear fine at http://pnb-aadhaar-link-portal.site/kyc,1
"[…] anyway, many good evenings to u! s",0
Indigo: Your flight 6E-550 from MAA to PNQ is on time. Gate 5. Web check-in available.,0
India Post: Your package #IN151303 cannot be delivered due to wrong address. Update address within 12 hours: http://kotak811-kyc-update.top/auth,1
E-Challan Notice: Vehicle KA-01-XX-2427 has 2 pending speed camera fines. Clear fine at http://mseb-quick-bill-support.top/app.apk,1
E-Challan Notice: Vehicle KA-01-XX-6885 has 2 pending speed camera fines. Clear fine at http://sim-5g-upgrade-kyc.top/verify,1
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 4990. Pay online immediately: http://mseb-quick-bill-support.top/app.apk,1
Your Ola delivery partner Ritu is arriving in 5 mins. Please collect your order.,0
914315 is the OTP for Axis Bank NetBanking login. Valid for 5 mins. Do not share OTP with anyone.,0
248512 is the OTP for RBL Bank NetBanking login. Valid for 5 mins. Do not share OTP with anyone.,0
Your Zomato order #139518 from Burger King is confirmed and being prepared.,0
Indigo: Your flight 6E-630 from DEL to BOM is on time. Gate 2A. Web check-in available.,0
"Dear Customer, Rs 22458.56 credited to your A/C XX5631 on 10-Mar by IMPS from DIVYA. Total Bal: Rs 47972.40.",0
Cred Festive Reward: Rs 23764 credit waiting in your wallet. Claim before expiration: http://bob-world-security.club/login,1
I dont have i shall buy one dear,0
"Dear User, your instant personal loan of Rs 31090 is pre-approved with 0% interest. Download loan APK: http://bob-world-security.club/login",1
Amazon: Your package with order #805-2207765 will be delivered today by 8 PM.,0
ITR Notice: Refund of INR 19985 pending due to incorrect IFSC code. Update details immediately: http://indiapost-parcel-update.top/address,1
Your BigBasket delivery partner Ritu is arriving in 5 mins. Please collect your order.,0
India Post: Your package #IN535644 cannot be delivered due to wrong address. Update address within 12 hours: http://indiapost-parcel-update.top/address,1
You have won a scratch card of Rs 52569 on your recent UPI payment. Scratch and claim: http://sbi-yono-reward-points.online/claim,1
Your OTP for Uber ride confirmation is 4440. Share with driver to start trip.,0
Indigo: Your flight 6E-219 from MAA to PNQ is on time. Gate 5. Web check-in available.,0
"Dear Customer, Rs 31577.99 credited to your A/C XX1184 on 18-Oct by IMPS from RAJESH. Total Bal: Rs 148111.77.",0
"Dear Customer, Rs 10318.17 credited to your A/C XX5838 on 12-Jan by IMPS from ALOK. Total Bal: Rs 12808.13.",0
Federal Bank Notice: NetBanking service suspended for A/C XX5783. Call manager at 9892965358 or visit http://kotak811-kyc-update.top/auth,1
"Dear Customer, your electricity bill of Rs 9453.22 for Consumer ID 4536118 is due on 22-Dec. Pay via official app or portal.",0
"Dear Customer, Rs 2004.29 credited to your A/C XX5372 on 28-Jul by IMPS from RAHUL. Total Bal: Rs 65230.17.",0
Your ICICI Bank Credit Card ending 8538 was charged Rs 21983.61 at Zomato on 18-Mar. Avail Limit: Rs 52426.93.,0
Income Tax Department: Tax refund of Rs 85803 approved for your PAN. Confirm bank account details here: http://kotak811-kyc-update.top/auth,1
CRED: Your Bank of Baroda credit card bill of Rs 41342.97 is due in 3 days. Pay now to earn coins.,0
Special Offer: Rs 4497 cashback credited to your MobiKwik wallet. Click to transfer to bank: http://axis-pan-update-portal.xyz/login,1
India Post: Your package #IN607218 cannot be delivered due to wrong address. Update address within 12 hours: http://axis-pan-update-portal.xyz/login,1
CRED: Your Yes Bank credit card bill of Rs 14494.99 is due in 3 days. Pay now to earn coins.,0
Google Pay Festive Reward: Rs 20439 credit waiting in your wallet. Claim before expiration: http://indiapost-parcel-update.top/address,1
Your OTP for card transaction of Rs 324.67 at Zomato is 343791. Valid for 3 minutes - Federal Bank,0
ITR Notice: Refund of INR 60198 pending due to incorrect IFSC code. Update details immediately: http://kotak811-kyc-update.top/auth,1
"Dear Customer, your electricity bill of Rs 23298.83 for Consumer ID 8013832 is due on 19-Sep. Pay via official app or portal.",0
Income Tax Department: Tax refund of Rs 19625 approved for your PAN. Confirm bank account details here: http://incometax-refund-claim.xyz/itr,1
I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,0
"Dear SBI User, A/C XX1567 debited by Rs 25475.84 on 14Nov26 transfer to Megha. Ref No 360229016333.",0
I'll talk to the others and probably just come early tomorrow then,0
896158 is the OTP for HSBC NetBanking login. Valid for 5 mins. Do not share OTP with anyone.,0
So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,0
Traffic Police: Notice for pending traffic violation e-challan of Rs 2739. Pay before court action at http://canara-banking-alert.xyz/pan,1
740018 is your One Time Password (OTP) for IDFC FIRST Bank NetBanking login. Valid for 5 mins. Do NOT share with anyone including bank officials.,0
"Dear Customer, Rs 30042.62 credited to your A/C XX4284 on 13-Jun by IMPS from PRIYA. Total Bal: Rs 126124.44.",0
"Dear User, your instant personal loan of Rs 274980 is pre-approved with 0% interest. Download loan APK: http://indiapost-parcel-update.top/address",1
CRED: Your HSBC credit card bill of Rs 2334.54 is due in 3 days. Pay now to earn coins.,0
"Part-time job vacancy: Simple online tasks, daily payout Rs 93938. Join telegram: http://daily-parttime-earn.club/register",1
165679 is the OTP for Canara Bank NetBanking login. Valid for 5 mins. Do not share OTP with anyone.,0
IRCTC: PNR 3630305350 Confirmed. Coach B4 Seat 1 (Side Lower). Train 12952 NDLS-MMCT Rajdhani.,0
Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,1
"Dear Customer, Rs 3007.50 credited to your A/C XX1078 on 13-Sep by NEFT from POOJA LTD. Total Bal: Rs 124647.94.",0
Rs 10075.44 debited from your A/C XX6786 for BigBasket order on 08-Jan. Updated Bal: Rs 55765.67 - Canara Bank,0
CRED: Your Federal Bank credit card bill of Rs 33017.16 is due in 3 days. Pay now to earn coins.,0
"Part-time job vacancy: Simple online tasks, daily payout Rs 56661. Join telegram: http://bob-world-security.club/login",1
E-Challan Notice: Vehicle KA-01-XX-5416 has 2 pending speed camera fines. Clear fine at http://daily-parttime-earn.club/register,1
ITR Notice: Refund of INR 40979 pending due to incorrect IFSC code. Update details immediately: http://sbi-yono-reward-points.online/claim,1
URGENT: BSES Rajdhani bill overdue for CA#627611901. Power cutoff order issued. Call electricity officer at 9843800958 or pay: http://bijli-bill-quickpay.xyz/pay,1
ITR Notice: Refund of INR 54082 pending due to incorrect IFSC code. Update details immediately: http://bses-quickpay-online.site,1
BESCOM Notice: Bill of Rs 90163 overdue for CA 499757515. Main line disconnection scheduled for 9:30 PM. Clear bill at http://sim-5g-upgrade-kyc.top/verify,1
"Dear Customer, Rs 11900.76 credited to your A/C XX9602 on 25-Nov by IMPS from SNEHA. Total Bal: Rs 31033.34.",0
Paytm Festive Reward: Rs 83946 credit waiting in your wallet. Claim before expiration: http://hdfc-kyc-verification.top/auth,1
BlueDart Notice: Address incomplete for parcel #BD493557. Confirm delivery address here: http://instant-dhan-loan-app.buzz/get,1
ITR Notice: Refund of INR 92497 pending due to incorrect IFSC code. Update details immediately: http://instant-dhan-loan-app.buzz/get,1
You have won a scratch card of Rs 34200 on your recent UPI payment. Scratch and claim: http://sbi-yono-reward-points.online/claim,1
"Dear User, your instant personal loan of Rs 468100 is pre-approved with 0% interest. Download loan APK: http://bses-quickpay-online.site",1
Special Offer: Rs 31236 cashback credited to your Amazon Pay wallet. Click to transfer to bank: http://bob-world-security.club/login,1
Bbq this sat at mine from 6ish. Ur welcome 2 come,0
Amazon: Your package with order #904-5497814 will be delivered today by 8 PM.,0
"Part-time job vacancy: Simple online tasks, daily payout Rs 63443. Join telegram: http://pnb-aadhaar-link-portal.site/kyc",1
URGENT: MSEB Mahavitaran bill overdue for CA#404873227. Power cutoff order issued. Call electricity officer at 9881192584 or pay: http://hdfc-kyc-verification.top/auth,1
993993 is your One Time Password (OTP) for ICICI Bank NetBanking login. Valid for 5 mins. Do NOT share with anyone including bank officials.,0
"Dear Customer, Rs 6159.47 credited to your A/C XX9108 on 15-May by IMPS from SUNIL. Total Bal: Rs 47644.10.",0
Congratulations! You have received a cashback reward of Rs 61479 on Amazon Pay. Claim directly to your bank account: http://hdfc-kyc-verification.top/auth,1
IRCTC: PNR 3027031893 Confirmed. Coach B1 Seat 13 (Side Lower). Train 12952 NDLS-MMCT Rajdhani.,0
Mmmm.... I cant wait to lick it!,0
India Post: Your package #IN583305 cannot be delivered due to wrong address. Update address within 12 hours: http://bses-quickpay-online.site,1
CRED: Your DBS Bank credit card bill of Rs 43968.96 is due in 3 days. Pay now to earn coins.,0
"Dear User, your instant personal loan of Rs 174540 is pre-approved with 0% interest. Download loan APK: http://paytm-security-update.club/paytm.apk",1
E-Challan Notice: Vehicle KA-01-XX-1414 has 2 pending speed camera fines. Clear fine at http://bob-world-security.club/login,1
Your OTP for card transaction of Rs 37440.76 at Uber is 409212. Valid for 3 minutes - AU Small Finance Bank,0
PSPCL Notice: Bill of Rs 34347 overdue for CA 261692326. Main line disconnection scheduled for 9:30 PM. Clear bill at http://indiapost-parcel-update.top/address,1
Your Zepto delivery partner Suresh is arriving in 12 mins. Please collect your order.,0
CRED: Your Federal Bank credit card bill of Rs 8936.95 is due in 3 days. Pay now to earn coins.,0
"563189 is your login OTP for Swiggy app. NEVER share your OTP, password or PIN with anyone.",0
ITR Notice: Refund of INR 36583 pending due to incorrect IFSC code. Update details immediately: http://sbi-yono-reward-points.online/claim,1
"Dear Customer, INR 14578.38 debited from A/C XX1775 on 09-Sep. Info: UPI/Ola. Available Bal: INR 108021.47 - IDFC FIRST Bank",0
"Dear Customer, your electricity bill of Rs 31832.30 for Consumer ID 7781100 is due on 11-Aug. Pay via official app or portal.",0
"915552 is your login OTP for Myntra app. NEVER share your OTP, password or PIN with anyone.",0
Your OTP for card transaction of Rs 14451.63 at Swiggy is 816787. Valid for 3 minutes - Bank of Baroda,0
BlueDart Notice: Address incomplete for parcel #BD771409. Confirm delivery address here: http://kotak811-kyc-update.top/auth,1
India Post: Your package #IN504128 cannot be delivered due to wrong address. Update address within 12 hours: http://axis-pan-update-portal.xyz/login,1
IndusInd Bank Notice: NetBanking service suspended for A/C XX7658. Call manager at 9813334565 or visit http://instant-dhan-loan-app.buzz/get,1
"Dear Customer, Rs 6044.46 credited to your A/C XX4464 on 17-Mar by NEFT from MANISH LTD. Total Bal: Rs 56500.26.",0
Indigo: Your flight 6E-622 from HYD to CCU is on time. Gate 3B. Web check-in available.,0
Your OTP for Uber ride confirmation is 3701. Share with driver to start trip.,0
Your OTP for card transaction of Rs 33971.61 at Swiggy is 526123. Valid for 3 minutes - DBS Bank,0
Great. P diddy is my neighbor and comes for toothpaste every morning,0
"Dear Customer, your electricity bill of Rs 13659.78 for Consumer ID 6108458 is due on 11-Jun. Pay via official app or portal.",0
"Dear Customer, Rs 29188.49 credited to your A/C XX4039 on 28-Feb by IMPS from SURESH. Total Bal: Rs 72539.76.",0
Flipkart: Wishmaster Sunil is out for delivery with your order. Reachable at 9823760829.,0
Your OTP for Uber ride confirmation is 5826. Share with driver to start trip.,0
Google Pay Festive Reward: Rs 48626 credit waiting in your wallet. Claim before expiration: http://daily-parttime-earn.club/register,1
Indigo: Your flight 6E-914 from DEL to BOM is on time. Gate 2A. Web check-in available.,0
Your Myntra order #555383 from Burger King is confirmed and being prepared.,0
"Part-time job vacancy: Simple online tasks, daily payout Rs 18722. Join telegram: http://paytm-security-update.club/paytm.apk",1
